"SUBDIVISION","YEAR","month","rainfall_in_mm"
"COASTAL ANDHRA PRADESH",1991,"JAN",19.6
"COASTAL ANDHRA PRADESH",1992,"JAN",13.1
"COASTAL ANDHRA PRADESH",1993,"JAN",2.2
"COASTAL ANDHRA PRADESH",1994,"JAN",7.2
"COASTAL ANDHRA PRADESH",1995,"JAN",27.5
"COASTAL ANDHRA PRADESH",1996,"JAN",3.4
"COASTAL ANDHRA PRADESH",1997,"JAN",15.1
"COASTAL ANDHRA PRADESH",1998,"JAN",12.6
"COASTAL ANDHRA PRADESH",1999,"JAN",0.1
"COASTAL ANDHRA PRADESH",2000,"JAN",0.1
"COASTAL ANDHRA PRADESH",2001,"JAN",4.6
"COASTAL ANDHRA PRADESH",2002,"JAN",28
"COASTAL ANDHRA PRADESH",2003,"JAN",6.2
"COASTAL ANDHRA PRADESH",2004,"JAN",24
"COASTAL ANDHRA PRADESH",2005,"JAN",13.6
"COASTAL ANDHRA PRADESH",2006,"JAN",0
"COASTAL ANDHRA PRADESH",2007,"JAN",0
"COASTAL ANDHRA PRADESH",2008,"JAN",3.2
"COASTAL ANDHRA PRADESH",2009,"JAN",0
"COASTAL ANDHRA PRADESH",2010,"JAN",21.8
"COASTAL ANDHRA PRADESH",2011,"JAN",0
"COASTAL ANDHRA PRADESH",2012,"JAN",37.6
"COASTAL ANDHRA PRADESH",2013,"JAN",2
"COASTAL ANDHRA PRADESH",2014,"JAN",0.4
"COASTAL ANDHRA PRADESH",2015,"JAN",2
"TELANGANA",1901,"JAN",6.9
"TELANGANA",1902,"JAN",0
"TELANGANA",1903,"JAN",12.9
"TELANGANA",1904,"JAN",0
"TELANGANA",1905,"JAN",0
"TELANGANA",1906,"JAN",22.5
"TELANGANA",1907,"JAN",1
"TELANGANA",1908,"JAN",35.6
"TELANGANA",1909,"JAN",0.5
"TELANGANA",1910,"JAN",0
"TELANGANA",1911,"JAN",0
"TELANGANA",1912,"JAN",0
"TELANGANA",1913,"JAN",0
"TELANGANA",1914,"JAN",0
"TELANGANA",1915,"JAN",15.4
"TELANGANA",1916,"JAN",0
"TELANGANA",1917,"JAN",0
"TELANGANA",1918,"JAN",20.2
"TELANGANA",1919,"JAN",5.5
"TELANGANA",1920,"JAN",7.4
"TELANGANA",1921,"JAN",7.1
"TELANGANA",1922,"JAN",55.3
"TELANGANA",1923,"JAN",3
"TELANGANA",1924,"JAN",37
"TELANGANA",1925,"JAN",0
"TELANGANA",1926,"JAN",46.1
"TELANGANA",1927,"JAN",9.6
"TELANGANA",1928,"JAN",0
"TELANGANA",1929,"JAN",5.3
"TELANGANA",1930,"JAN",0
"TELANGANA",1931,"JAN",0.3
"TELANGANA",1932,"JAN",0
"TELANGANA",1933,"JAN",12.9
"TELANGANA",1934,"JAN",0.1
"TELANGANA",1935,"JAN",16.2
"TELANGANA",1936,"JAN",2.5
"TELANGANA",1937,"JAN",0
"TELANGANA",1938,"JAN",0
"TELANGANA",1939,"JAN",0
"TELANGANA",1940,"JAN",0
"TELANGANA",1941,"JAN",16.6
"TELANGANA",1942,"JAN",0
"TELANGANA",1943,"JAN",15.2
"TELANGANA",1944,"JAN",0
"TELANGANA",1945,"JAN",4.3
"TELANGANA",1946,"JAN",0
"TELANGANA",1947,"JAN",13.4
"TELANGANA",1948,"JAN",3.7
"TELANGANA",1949,"JAN",0.5
"TELANGANA",1950,"JAN",0
"TELANGANA",1951,"JAN",0
"TELANGANA",1952,"JAN",0.5
"TELANGANA",1953,"JAN",5.1
"TELANGANA",1954,"JAN",0
"TELANGANA",1955,"JAN",1
"TELANGANA",1956,"JAN",0.7
"TELANGANA",1957,"JAN",0
"TELANGANA",1958,"JAN",2.1
"TELANGANA",1959,"JAN",1
"TELANGANA",1960,"JAN",0.7
"TELANGANA",1961,"JAN",0.8
"TELANGANA",1962,"JAN",0.2
"TELANGANA",1963,"JAN",0
"TELANGANA",1964,"JAN",0
"TELANGANA",1965,"JAN",2.7
"TELANGANA",1966,"JAN",19.8
"TELANGANA",1967,"JAN",0.3
"TELANGANA",1968,"JAN",16.5
"TELANGANA",1969,"JAN",2.2
"TELANGANA",1970,"JAN",6.9
"TELANGANA",1971,"JAN",7.3
"TELANGANA",1972,"JAN",0
"TELANGANA",1973,"JAN",0
"TELANGANA",1974,"JAN",0
"TELANGANA",1975,"JAN",12.9
"TELANGANA",1976,"JAN",0.2
"TELANGANA",1977,"JAN",0
"TELANGANA",1978,"JAN",30.7
"TELANGANA",1979,"JAN",9.8
"TELANGANA",1980,"JAN",0
"TELANGANA",1981,"JAN",10.3
"TELANGANA",1982,"JAN",5.7
"TELANGANA",1983,"JAN",0
"TELANGANA",1984,"JAN",7.3
"TELANGANA",1985,"JAN",5.7
"TELANGANA",1986,"JAN",29.4
"TELANGANA",1987,"JAN",15.3
"TELANGANA",1988,"JAN",0
"TELANGANA",1989,"JAN",0
"TELANGANA",1990,"JAN",4.2
"TELANGANA",1991,"JAN",21.7
"TELANGANA",1992,"JAN",4.8
"TELANGANA",1993,"JAN",4.9
"TELANGANA",1994,"JAN",8.6
"TELANGANA",1995,"JAN",98.7
"TELANGANA",1996,"JAN",0
"TELANGANA",1997,"JAN",22.6
"TELANGANA",1998,"JAN",5.2
"TELANGANA",1999,"JAN",0
"TELANGANA",2000,"JAN",0.6
"TELANGANA",2001,"JAN",8.5
"TELANGANA",2002,"JAN",18.8
"TELANGANA",2003,"JAN",0
"TELANGANA",2004,"JAN",34.4
"TELANGANA",2005,"JAN",43.4
"TELANGANA",2006,"JAN",0
"TELANGANA",2007,"JAN",0
"TELANGANA",2008,"JAN",0.2
"TELANGANA",2009,"JAN",0
"TELANGANA",2010,"JAN",10.3
"TELANGANA",2011,"JAN",0
"TELANGANA",2012,"JAN",6.7
"TELANGANA",2013,"JAN",2.4
"TELANGANA",2014,"JAN",0.2
"TELANGANA",2015,"JAN",17.5
"RAYALSEEMA",1901,"JAN",7
"RAYALSEEMA",1902,"JAN",10
"RAYALSEEMA",1903,"JAN",30
"RAYALSEEMA",1904,"JAN",14.8
"RAYALSEEMA",1905,"JAN",6.5
"RAYALSEEMA",1906,"JAN",115.3
"RAYALSEEMA",1907,"JAN",1.1
"RAYALSEEMA",1908,"JAN",5.7
"RAYALSEEMA",1909,"JAN",89.2
"RAYALSEEMA",1910,"JAN",0.6
"RAYALSEEMA",1911,"JAN",0
"RAYALSEEMA",1912,"JAN",1.1
"RAYALSEEMA",1913,"JAN",0
"RAYALSEEMA",1914,"JAN",2.4
"RAYALSEEMA",1915,"JAN",44.9
"RAYALSEEMA",1916,"JAN",0
"RAYALSEEMA",1917,"JAN",4.5
"RAYALSEEMA",1918,"JAN",60.6
"RAYALSEEMA",1919,"JAN",24.8
"RAYALSEEMA",1920,"JAN",79.5
"RAYALSEEMA",1921,"JAN",43.2
"RAYALSEEMA",1922,"JAN",36.9
"RAYALSEEMA",1923,"JAN",23
"RAYALSEEMA",1924,"JAN",9.8
"RAYALSEEMA",1925,"JAN",0
"RAYALSEEMA",1926,"JAN",57.3
"RAYALSEEMA",1927,"JAN",2.9
"RAYALSEEMA",1928,"JAN",1.3
"RAYALSEEMA",1929,"JAN",11
"RAYALSEEMA",1930,"JAN",15.6
"RAYALSEEMA",1931,"JAN",0.2
"RAYALSEEMA",1932,"JAN",0
"RAYALSEEMA",1933,"JAN",0
"RAYALSEEMA",1934,"JAN",21.5
"RAYALSEEMA",1935,"JAN",8.5
"RAYALSEEMA",1936,"JAN",0.2
"RAYALSEEMA",1937,"JAN",0.5
"RAYALSEEMA",1938,"JAN",0
"RAYALSEEMA",1939,"JAN",17.4
"RAYALSEEMA",1940,"JAN",0.3
"RAYALSEEMA",1941,"JAN",5.6
"RAYALSEEMA",1942,"JAN",0.4
"RAYALSEEMA",1943,"JAN",22
"RAYALSEEMA",1944,"JAN",0.2
"RAYALSEEMA",1945,"JAN",0
"RAYALSEEMA",1946,"JAN",1.7
"RAYALSEEMA",1947,"JAN",23.2
"RAYALSEEMA",1948,"JAN",4.2
"RAYALSEEMA",1949,"JAN",0
"RAYALSEEMA",1950,"JAN",0.2
"RAYALSEEMA",1951,"JAN",0
"RAYALSEEMA",1952,"JAN",0
"RAYALSEEMA",1953,"JAN",1.2
"RAYALSEEMA",1954,"JAN",13.4
"RAYALSEEMA",1955,"JAN",15.2
"RAYALSEEMA",1956,"JAN",3.6
"RAYALSEEMA",1957,"JAN",1
"RAYALSEEMA",1958,"JAN",2.6
"RAYALSEEMA",1959,"JAN",0.2
"RAYALSEEMA",1960,"JAN",0.5
"RAYALSEEMA",1961,"JAN",2.4
"RAYALSEEMA",1962,"JAN",1.9
"RAYALSEEMA",1963,"JAN",7.1
"RAYALSEEMA",1964,"JAN",0
"RAYALSEEMA",1965,"JAN",0.6
"RAYALSEEMA",1966,"JAN",6.1
"RAYALSEEMA",1967,"JAN",16.8
"RAYALSEEMA",1968,"JAN",0.1
"RAYALSEEMA",1969,"JAN",0
"RAYALSEEMA",1970,"JAN",0.1
"RAYALSEEMA",1971,"JAN",3.6
"RAYALSEEMA",1972,"JAN",3.2
"RAYALSEEMA",1973,"JAN",0
"RAYALSEEMA",1974,"JAN",0
"RAYALSEEMA",1975,"JAN",0.8
"RAYALSEEMA",1976,"JAN",0.9
"RAYALSEEMA",1977,"JAN",0.4
"RAYALSEEMA",1978,"JAN",1.6
"RAYALSEEMA",1979,"JAN",3.2
"RAYALSEEMA",1980,"JAN",0
"RAYALSEEMA",1981,"JAN",7.9
"RAYALSEEMA",1982,"JAN",0.9
"RAYALSEEMA",1983,"JAN",0
"RAYALSEEMA",1984,"JAN",6.5
"RAYALSEEMA",1985,"JAN",17.7
"RAYALSEEMA",1986,"JAN",68.8
"RAYALSEEMA",1987,"JAN",5.1
"RAYALSEEMA",1988,"JAN",0.6
"RAYALSEEMA",1989,"JAN",0
"RAYALSEEMA",1990,"JAN",2.1
"RAYALSEEMA",1991,"JAN",11.5
"RAYALSEEMA",1992,"JAN",7.7
"RAYALSEEMA",1993,"JAN",0
"RAYALSEEMA",1994,"JAN",5.3
"RAYALSEEMA",1995,"JAN",28.1
"RAYALSEEMA",1996,"JAN",0
"RAYALSEEMA",1997,"JAN",16.5
"RAYALSEEMA",1998,"JAN",0.2
"RAYALSEEMA",1999,"JAN",0.8
"RAYALSEEMA",2000,"JAN",0
"RAYALSEEMA",2001,"JAN",7.7
"RAYALSEEMA",2002,"JAN",25.6
"RAYALSEEMA",2003,"JAN",0
"RAYALSEEMA",2004,"JAN",10.2
"RAYALSEEMA",2005,"JAN",1.3
"RAYALSEEMA",2006,"JAN",0.2
"RAYALSEEMA",2007,"JAN",0
"RAYALSEEMA",2008,"JAN",6.4
"RAYALSEEMA",2009,"JAN",0.5
"RAYALSEEMA",2010,"JAN",4.7
"RAYALSEEMA",2011,"JAN",0.8
"RAYALSEEMA",2012,"JAN",2.7
"RAYALSEEMA",2013,"JAN",1.3
"RAYALSEEMA",2014,"JAN",0.2
"RAYALSEEMA",2015,"JAN",1.9
"TAMIL NADU",1901,"JAN",24.5
"TAMIL NADU",1902,"JAN",67.2
"TAMIL NADU",1903,"JAN",19.3
"TAMIL NADU",1904,"JAN",35.2
"TAMIL NADU",1905,"JAN",6.5
"TAMIL NADU",1906,"JAN",52.4
"TAMIL NADU",1907,"JAN",8.4
"TAMIL NADU",1908,"JAN",16.8
"TAMIL NADU",1909,"JAN",116.5
"TAMIL NADU",1910,"JAN",9.2
"TAMIL NADU",1911,"JAN",2.8
"TAMIL NADU",1912,"JAN",5.9
"TAMIL NADU",1913,"JAN",2.9
"TAMIL NADU",1914,"JAN",5.7
"TAMIL NADU",1915,"JAN",35.1
"TAMIL NADU",1916,"JAN",0.1
"TAMIL NADU",1917,"JAN",14.3
"TAMIL NADU",1918,"JAN",80.9
"TAMIL NADU",1919,"JAN",22.9
"TAMIL NADU",1920,"JAN",135.9
"TAMIL NADU",1921,"JAN",141.2
"TAMIL NADU",1922,"JAN",41.9
"TAMIL NADU",1923,"JAN",136
"TAMIL NADU",1924,"JAN",29.7
"TAMIL NADU",1925,"JAN",17.6
"TAMIL NADU",1926,"JAN",88
"TAMIL NADU",1927,"JAN",18
"TAMIL NADU",1928,"JAN",21
"TAMIL NADU",1929,"JAN",20.4
"TAMIL NADU",1930,"JAN",53.6
"TAMIL NADU",1931,"JAN",22.7
"TAMIL NADU",1932,"JAN",0.7
"TAMIL NADU",1933,"JAN",2.7
"TAMIL NADU",1934,"JAN",99.8
"TAMIL NADU",1935,"JAN",37.5
"TAMIL NADU",1936,"JAN",1.9
"TAMIL NADU",1937,"JAN",10.7
"TAMIL NADU",1938,"JAN",1.2
"TAMIL NADU",1939,"JAN",31.1
"TAMIL NADU",1940,"JAN",0.9
"TAMIL NADU",1941,"JAN",31.7
"TAMIL NADU",1942,"JAN",0.5
"TAMIL NADU",1943,"JAN",112
"TAMIL NADU",1944,"JAN",18.4
"TAMIL NADU",1945,"JAN",4.6
"TAMIL NADU",1946,"JAN",19.8
"TAMIL NADU",1947,"JAN",59.5
"TAMIL NADU",1948,"JAN",51.7
"TAMIL NADU",1949,"JAN",8.6
"TAMIL NADU",1950,"JAN",2.4
"TAMIL NADU",1951,"JAN",11.7
"TAMIL NADU",1952,"JAN",13.7
"TAMIL NADU",1953,"JAN",13
"TAMIL NADU",1954,"JAN",77.5
"TAMIL NADU",1955,"JAN",35.7
"TAMIL NADU",1956,"JAN",22.9
"TAMIL NADU",1957,"JAN",1.2
"TAMIL NADU",1958,"JAN",12.1
"TAMIL NADU",1959,"JAN",3.7
"TAMIL NADU",1960,"JAN",5.5
"TAMIL NADU",1961,"JAN",76
"TAMIL NADU",1962,"JAN",10
"TAMIL NADU",1963,"JAN",76.2
"TAMIL NADU",1964,"JAN",1.6
"TAMIL NADU",1965,"JAN",1.8
"TAMIL NADU",1966,"JAN",16
"TAMIL NADU",1967,"JAN",28.9
"TAMIL NADU",1968,"JAN",4.6
"TAMIL NADU",1969,"JAN",1.5
"TAMIL NADU",1970,"JAN",15.9
"TAMIL NADU",1971,"JAN",19.3
"TAMIL NADU",1972,"JAN",4
"TAMIL NADU",1973,"JAN",0.3
"TAMIL NADU",1974,"JAN",0.6
"TAMIL NADU",1975,"JAN",6
"TAMIL NADU",1976,"JAN",1.2
"TAMIL NADU",1977,"JAN",1.4
"TAMIL NADU",1978,"JAN",1.4
"TAMIL NADU",1979,"JAN",0.7
"TAMIL NADU",1980,"JAN",0.1
"TAMIL NADU",1981,"JAN",8.9
"TAMIL NADU",1982,"JAN",0.2
"TAMIL NADU",1983,"JAN",0.2
"TAMIL NADU",1984,"JAN",34.5
"TAMIL NADU",1985,"JAN",89.7
"TAMIL NADU",1986,"JAN",65.5
"TAMIL NADU",1987,"JAN",8
"TAMIL NADU",1988,"JAN",0.2
"TAMIL NADU",1989,"JAN",2.7
"TAMIL NADU",1990,"JAN",84.8
"TAMIL NADU",1991,"JAN",24.2
"TAMIL NADU",1992,"JAN",3.1
"TAMIL NADU",1993,"JAN",0.1
"TAMIL NADU",1994,"JAN",7
"TAMIL NADU",1995,"JAN",23.8
"TAMIL NADU",1996,"JAN",7.6
"TAMIL NADU",1997,"JAN",7.7
"TAMIL NADU",1998,"JAN",6.9
"TAMIL NADU",1999,"JAN",8.3
"TAMIL NADU",2000,"JAN",30.3
"TAMIL NADU",2001,"JAN",21.8
"TAMIL NADU",2002,"JAN",2.9
"TAMIL NADU",2003,"JAN",0.3
"TAMIL NADU",2004,"JAN",2.8
"TAMIL NADU",2005,"JAN",4.1
"TAMIL NADU",2006,"JAN",15.3
"TAMIL NADU",2007,"JAN",7.2
"TAMIL NADU",2008,"JAN",11.7
"TAMIL NADU",2009,"JAN",7.9
"TAMIL NADU",2010,"JAN",11.8
"TAMIL NADU",2011,"JAN",4.3
"TAMIL NADU",2012,"JAN",3
"TAMIL NADU",2013,"JAN",3.9
"TAMIL NADU",2014,"JAN",7.4
"TAMIL NADU",2015,"JAN",8.3
"COASTAL KARNATAKA",1901,"JAN",1.8
"COASTAL KARNATAKA",1902,"JAN",3.2
"COASTAL KARNATAKA",1903,"JAN",0.7
"COASTAL KARNATAKA",1904,"JAN",2.4
"COASTAL KARNATAKA",1905,"JAN",0
"COASTAL KARNATAKA",1906,"JAN",23
"COASTAL KARNATAKA",1907,"JAN",7
"COASTAL KARNATAKA",1908,"JAN",0
"COASTAL KARNATAKA",1909,"JAN",4
"COASTAL KARNATAKA",1910,"JAN",0
"COASTAL KARNATAKA",1911,"JAN",0
"COASTAL KARNATAKA",1912,"JAN",1.1
"COASTAL KARNATAKA",1913,"JAN",0
"COASTAL KARNATAKA",1914,"JAN",0
"COASTAL KARNATAKA",1915,"JAN",0.1
"COASTAL KARNATAKA",1916,"JAN",0
"COASTAL KARNATAKA",1917,"JAN",0
"COASTAL KARNATAKA",1918,"JAN",3.4
"COASTAL KARNATAKA",1919,"JAN",0
"COASTAL KARNATAKA",1920,"JAN",2.1
"COASTAL KARNATAKA",1921,"JAN",13
"COASTAL KARNATAKA",1922,"JAN",6.5
"COASTAL KARNATAKA",1923,"JAN",0.8
"COASTAL KARNATAKA",1924,"JAN",0
"COASTAL KARNATAKA",1925,"JAN",0
"COASTAL KARNATAKA",1926,"JAN",12.3
"COASTAL KARNATAKA",1927,"JAN",0
"COASTAL KARNATAKA",1928,"JAN",0.1
"COASTAL KARNATAKA",1929,"JAN",1.9
"COASTAL KARNATAKA",1930,"JAN",1.2
"COASTAL KARNATAKA",1931,"JAN",0
"COASTAL KARNATAKA",1932,"JAN",0
"COASTAL KARNATAKA",1933,"JAN",0
"COASTAL KARNATAKA",1934,"JAN",7.4
"COASTAL KARNATAKA",1935,"JAN",2
"COASTAL KARNATAKA",1936,"JAN",0
"COASTAL KARNATAKA",1937,"JAN",0
"COASTAL KARNATAKA",1938,"JAN",0
"COASTAL KARNATAKA",1939,"JAN",0
"COASTAL KARNATAKA",1940,"JAN",0.1
"COASTAL KARNATAKA",1941,"JAN",4.1
"COASTAL KARNATAKA",1942,"JAN",0
"COASTAL KARNATAKA",1943,"JAN",22.4
"COASTAL KARNATAKA",1944,"JAN",0
"COASTAL KARNATAKA",1945,"JAN",2.6
"COASTAL KARNATAKA",1946,"JAN",0
"COASTAL KARNATAKA",1947,"JAN",1.7
"COASTAL KARNATAKA",1948,"JAN",16.5
"COASTAL KARNATAKA",1949,"JAN",3.3
"COASTAL KARNATAKA",1950,"JAN",0
"COASTAL KARNATAKA",1951,"JAN",0
"COASTAL KARNATAKA",1952,"JAN",0
"COASTAL KARNATAKA",1953,"JAN",0.3
"COASTAL KARNATAKA",1954,"JAN",0.5
"COASTAL KARNATAKA",1955,"JAN",0.3
"COASTAL KARNATAKA",1956,"JAN",0
"COASTAL KARNATAKA",1957,"JAN",0
"COASTAL KARNATAKA",1958,"JAN",0.5
"COASTAL KARNATAKA",1959,"JAN",0
"COASTAL KARNATAKA",1960,"JAN",0
"COASTAL KARNATAKA",1961,"JAN",0
"COASTAL KARNATAKA",1962,"JAN",0.2
"COASTAL KARNATAKA",1963,"JAN",1.1
"COASTAL KARNATAKA",1964,"JAN",0
"COASTAL KARNATAKA",1965,"JAN",2.5
"COASTAL KARNATAKA",1966,"JAN",3.7
"COASTAL KARNATAKA",1967,"JAN",2
"COASTAL KARNATAKA",1968,"JAN",2
"COASTAL KARNATAKA",1969,"JAN",0
"COASTAL KARNATAKA",1970,"JAN",0
"COASTAL KARNATAKA",1971,"JAN",0
"COASTAL KARNATAKA",1972,"JAN",0
"COASTAL KARNATAKA",1973,"JAN",0
"COASTAL KARNATAKA",1974,"JAN",0
"COASTAL KARNATAKA",1975,"JAN",0.3
"COASTAL KARNATAKA",1976,"JAN",0
"COASTAL KARNATAKA",1977,"JAN",0
"COASTAL KARNATAKA",1978,"JAN",0.3
"COASTAL KARNATAKA",1979,"JAN",0.8
"COASTAL KARNATAKA",1980,"JAN",0
"COASTAL KARNATAKA",1981,"JAN",0.7
"COASTAL KARNATAKA",1982,"JAN",0
"COASTAL KARNATAKA",1983,"JAN",0
"COASTAL KARNATAKA",1984,"JAN",4.3
"COASTAL KARNATAKA",1985,"JAN",5.3
"COASTAL KARNATAKA",1986,"JAN",0.3
"COASTAL KARNATAKA",1987,"JAN",0
"COASTAL KARNATAKA",1988,"JAN",0
"COASTAL KARNATAKA",1989,"JAN",0
"COASTAL KARNATAKA",1990,"JAN",1.7
"COASTAL KARNATAKA",1991,"JAN",0.1
"COASTAL KARNATAKA",1992,"JAN",0
"COASTAL KARNATAKA",1993,"JAN",0
"COASTAL KARNATAKA",1994,"JAN",3.5
"COASTAL KARNATAKA",1995,"JAN",3.7
"COASTAL KARNATAKA",1996,"JAN",0.3
"COASTAL KARNATAKA",1997,"JAN",0.7
"COASTAL KARNATAKA",1998,"JAN",0
"COASTAL KARNATAKA",1999,"JAN",0
"COASTAL KARNATAKA",2000,"JAN",14.9
"COASTAL KARNATAKA",2001,"JAN",0.6
"COASTAL KARNATAKA",2002,"JAN",0.6
"COASTAL KARNATAKA",2003,"JAN",0.1
"COASTAL KARNATAKA",2004,"JAN",0
"COASTAL KARNATAKA",2005,"JAN",0.5
"COASTAL KARNATAKA",2006,"JAN",1
"COASTAL KARNATAKA",2007,"JAN",0
"COASTAL KARNATAKA",2008,"JAN",0
"COASTAL KARNATAKA",2009,"JAN",0.4
"COASTAL KARNATAKA",2010,"JAN",14.4
"COASTAL KARNATAKA",2011,"JAN",4.8
"COASTAL KARNATAKA",2013,"JAN",2.4
"COASTAL KARNATAKA",2014,"JAN",0
"COASTAL KARNATAKA",2015,"JAN",1.4
"NORTH INTERIOR KARNATAKA",1901,"JAN",3.5
"NORTH INTERIOR KARNATAKA",1902,"JAN",0
"NORTH INTERIOR KARNATAKA",1903,"JAN",3.5
"NORTH INTERIOR KARNATAKA",1904,"JAN",0.2
"NORTH INTERIOR KARNATAKA",1905,"JAN",0
"NORTH INTERIOR KARNATAKA",1906,"JAN",21.3
"NORTH INTERIOR KARNATAKA",1907,"JAN",1.1
"NORTH INTERIOR KARNATAKA",1908,"JAN",1.3
"NORTH INTERIOR KARNATAKA",1909,"JAN",2.4
"NORTH INTERIOR KARNATAKA",1910,"JAN",0
"NORTH INTERIOR KARNATAKA",1911,"JAN",0
"NORTH INTERIOR KARNATAKA",1912,"JAN",0
"NORTH INTERIOR KARNATAKA",1913,"JAN",0
"NORTH INTERIOR KARNATAKA",1914,"JAN",0
"NORTH INTERIOR KARNATAKA",1915,"JAN",26.5
"NORTH INTERIOR KARNATAKA",1916,"JAN",0
"NORTH INTERIOR KARNATAKA",1917,"JAN",0
"NORTH INTERIOR KARNATAKA",1918,"JAN",5.9
"NORTH INTERIOR KARNATAKA",1919,"JAN",10.6
"NORTH INTERIOR KARNATAKA",1920,"JAN",2.6
"NORTH INTERIOR KARNATAKA",1921,"JAN",0.2
"NORTH INTERIOR KARNATAKA",1922,"JAN",24.5
"NORTH INTERIOR KARNATAKA",1923,"JAN",0.2
"NORTH INTERIOR KARNATAKA",1924,"JAN",5.1
"NORTH INTERIOR KARNATAKA",1925,"JAN",0
"NORTH INTERIOR KARNATAKA",1926,"JAN",24.8
"NORTH INTERIOR KARNATAKA",1927,"JAN",0
"NORTH INTERIOR KARNATAKA",1928,"JAN",0.5
"NORTH INTERIOR KARNATAKA",1929,"JAN",2
"NORTH INTERIOR KARNATAKA",1930,"JAN",0
"NORTH INTERIOR KARNATAKA",1931,"JAN",0
"NORTH INTERIOR KARNATAKA",1932,"JAN",0
"NORTH INTERIOR KARNATAKA",1933,"JAN",0.1
"NORTH INTERIOR KARNATAKA",1934,"JAN",1.2
"NORTH INTERIOR KARNATAKA",1935,"JAN",13.9
"NORTH INTERIOR KARNATAKA",1936,"JAN",0
"NORTH INTERIOR KARNATAKA",1937,"JAN",0
"NORTH INTERIOR KARNATAKA",1938,"JAN",0
"NORTH INTERIOR KARNATAKA",1939,"JAN",0
"NORTH INTERIOR KARNATAKA",1940,"JAN",2
"NORTH INTERIOR KARNATAKA",1941,"JAN",10.7
"NORTH INTERIOR KARNATAKA",1942,"JAN",0
"NORTH INTERIOR KARNATAKA",1943,"JAN",6.7
"NORTH INTERIOR KARNATAKA",1944,"JAN",0
"NORTH INTERIOR KARNATAKA",1945,"JAN",0.3
"NORTH INTERIOR KARNATAKA",1946,"JAN",0
"NORTH INTERIOR KARNATAKA",1947,"JAN",8.6
"NORTH INTERIOR KARNATAKA",1948,"JAN",0.9
"NORTH INTERIOR KARNATAKA",1949,"JAN",0
"NORTH INTERIOR KARNATAKA",1950,"JAN",0
"NORTH INTERIOR KARNATAKA",1951,"JAN",0
"NORTH INTERIOR KARNATAKA",1952,"JAN",0
"NORTH INTERIOR KARNATAKA",1953,"JAN",0
"NORTH INTERIOR KARNATAKA",1954,"JAN",0
"NORTH INTERIOR KARNATAKA",1955,"JAN",0.1
"NORTH INTERIOR KARNATAKA",1956,"JAN",0
"NORTH INTERIOR KARNATAKA",1957,"JAN",0
"NORTH INTERIOR KARNATAKA",1958,"JAN",2
"NORTH INTERIOR KARNATAKA",1959,"JAN",0.1
"NORTH INTERIOR KARNATAKA",1960,"JAN",0
"NORTH INTERIOR KARNATAKA",1961,"JAN",0.1
"NORTH INTERIOR KARNATAKA",1962,"JAN",0
"NORTH INTERIOR KARNATAKA",1963,"JAN",0
"NORTH INTERIOR KARNATAKA",1964,"JAN",0
"NORTH INTERIOR KARNATAKA",1965,"JAN",1.3
"NORTH INTERIOR KARNATAKA",1966,"JAN",13.4
"NORTH INTERIOR KARNATAKA",1967,"JAN",1.2
"NORTH INTERIOR KARNATAKA",1968,"JAN",1.9
"NORTH INTERIOR KARNATAKA",1969,"JAN",0
"NORTH INTERIOR KARNATAKA",1970,"JAN",0.4
"NORTH INTERIOR KARNATAKA",1971,"JAN",0.9
"NORTH INTERIOR KARNATAKA",1972,"JAN",0
"NORTH INTERIOR KARNATAKA",1973,"JAN",0
"NORTH INTERIOR KARNATAKA",1974,"JAN",0
"NORTH INTERIOR KARNATAKA",1975,"JAN",8.2
"NORTH INTERIOR KARNATAKA",1976,"JAN",0
"NORTH INTERIOR KARNATAKA",1977,"JAN",0
"NORTH INTERIOR KARNATAKA",1978,"JAN",0.5
"NORTH INTERIOR KARNATAKA",1979,"JAN",2
"NORTH INTERIOR KARNATAKA",1980,"JAN",0.1
"NORTH INTERIOR KARNATAKA",1981,"JAN",6.2
"NORTH INTERIOR KARNATAKA",1982,"JAN",0.1
"NORTH INTERIOR KARNATAKA",1983,"JAN",0
"NORTH INTERIOR KARNATAKA",1984,"JAN",0.4
"NORTH INTERIOR KARNATAKA",1985,"JAN",2.9
"NORTH INTERIOR KARNATAKA",1986,"JAN",11
"NORTH INTERIOR KARNATAKA",1987,"JAN",0.4
"NORTH INTERIOR KARNATAKA",1988,"JAN",1.3
"NORTH INTERIOR KARNATAKA",1989,"JAN",0
"NORTH INTERIOR KARNATAKA",1990,"JAN",4.8
"NORTH INTERIOR KARNATAKA",1991,"JAN",0.2
"NORTH INTERIOR KARNATAKA",1992,"JAN",0
"NORTH INTERIOR KARNATAKA",1993,"JAN",0
"NORTH INTERIOR KARNATAKA",1994,"JAN",4.2
"NORTH INTERIOR KARNATAKA",1995,"JAN",28.3
"NORTH INTERIOR KARNATAKA",1996,"JAN",0
"NORTH INTERIOR KARNATAKA",1997,"JAN",4.3
"NORTH INTERIOR KARNATAKA",1998,"JAN",0
"NORTH INTERIOR KARNATAKA",1999,"JAN",0
"NORTH INTERIOR KARNATAKA",2000,"JAN",0.4
"NORTH INTERIOR KARNATAKA",2001,"JAN",2.1
"NORTH INTERIOR KARNATAKA",2002,"JAN",3.8
"NORTH INTERIOR KARNATAKA",2003,"JAN",0.3
