"SUBDIVISION","YEAR","month","rainfall_in_mm"
"KONKAN & GOA",1975,"JAN",0
"KONKAN & GOA",1976,"JAN",0
"KONKAN & GOA",1977,"JAN",0
"KONKAN & GOA",1978,"JAN",0
"KONKAN & GOA",1979,"JAN",0
"KONKAN & GOA",1980,"JAN",0
"KONKAN & GOA",1981,"JAN",0.6
"KONKAN & GOA",1982,"JAN",0
"KONKAN & GOA",1983,"JAN",0
"KONKAN & GOA",1984,"JAN",0
"KONKAN & GOA",1985,"JAN",0
"KONKAN & GOA",1986,"JAN",0
"KONKAN & GOA",1987,"JAN",0
"KONKAN & GOA",1988,"JAN",0
"KONKAN & GOA",1989,"JAN",0
"KONKAN & GOA",1990,"JAN",0
"KONKAN & GOA",1991,"JAN",0
"KONKAN & GOA",1992,"JAN",0
"KONKAN & GOA",1993,"JAN",0
"KONKAN & GOA",1994,"JAN",1.3
"KONKAN & GOA",1995,"JAN",3.5
"KONKAN & GOA",1996,"JAN",0.1
"KONKAN & GOA",1997,"JAN",2.6
"KONKAN & GOA",1998,"JAN",0
"KONKAN & GOA",1999,"JAN",0
"KONKAN & GOA",2000,"JAN",1.2
"KONKAN & GOA",2001,"JAN",5.6
"KONKAN & GOA",2002,"JAN",0
"KONKAN & GOA",2003,"JAN",0.5
"KONKAN & GOA",2004,"JAN",0
"KONKAN & GOA",2005,"JAN",1.3
"KONKAN & GOA",2006,"JAN",0
"KONKAN & GOA",2007,"JAN",0
"KONKAN & GOA",2008,"JAN",0
"KONKAN & GOA",2009,"JAN",0
"KONKAN & GOA",2010,"JAN",2.7
"KONKAN & GOA",2011,"JAN",0
"KONKAN & GOA",2012,"JAN",0
"KONKAN & GOA",2013,"JAN",1.8
"KONKAN & GOA",2014,"JAN",1.3
"KONKAN & GOA",2015,"JAN",2.7
"MADHYA MAHARASHTRA",1901,"JAN",18.8
"MADHYA MAHARASHTRA",1902,"JAN",7.8
"MADHYA MAHARASHTRA",1903,"JAN",7.6
"MADHYA MAHARASHTRA",1904,"JAN",0.4
"MADHYA MAHARASHTRA",1905,"JAN",0
"MADHYA MAHARASHTRA",1906,"JAN",10.5
"MADHYA MAHARASHTRA",1907,"JAN",0.5
"MADHYA MAHARASHTRA",1908,"JAN",0.3
"MADHYA MAHARASHTRA",1909,"JAN",1.2
"MADHYA MAHARASHTRA",1910,"JAN",0
"MADHYA MAHARASHTRA",1911,"JAN",2
"MADHYA MAHARASHTRA",1912,"JAN",0
"MADHYA MAHARASHTRA",1913,"JAN",0
"MADHYA MAHARASHTRA",1914,"JAN",0
"MADHYA MAHARASHTRA",1915,"JAN",8.6
"MADHYA MAHARASHTRA",1916,"JAN",0
"MADHYA MAHARASHTRA",1917,"JAN",0.1
"MADHYA MAHARASHTRA",1918,"JAN",5.1
"MADHYA MAHARASHTRA",1919,"JAN",3
"MADHYA MAHARASHTRA",1920,"JAN",41.5
"MADHYA MAHARASHTRA",1921,"JAN",1.6
"MADHYA MAHARASHTRA",1922,"JAN",18.3
"MADHYA MAHARASHTRA",1923,"JAN",1.9
"MADHYA MAHARASHTRA",1924,"JAN",2.1
"MADHYA MAHARASHTRA",1925,"JAN",0
"MADHYA MAHARASHTRA",1926,"JAN",34.3
"MADHYA MAHARASHTRA",1927,"JAN",0
"MADHYA MAHARASHTRA",1928,"JAN",0.1
"MADHYA MAHARASHTRA",1929,"JAN",1
"MADHYA MAHARASHTRA",1930,"JAN",0
"MADHYA MAHARASHTRA",1931,"JAN",0
"MADHYA MAHARASHTRA",1932,"JAN",0
"MADHYA MAHARASHTRA",1933,"JAN",1.4
"MADHYA MAHARASHTRA",1934,"JAN",3.7
"MADHYA MAHARASHTRA",1935,"JAN",2.5
"MADHYA MAHARASHTRA",1936,"JAN",1.3
"MADHYA MAHARASHTRA",1937,"JAN",0
"MADHYA MAHARASHTRA",1938,"JAN",0.6
"MADHYA MAHARASHTRA",1939,"JAN",0.2
"MADHYA MAHARASHTRA",1940,"JAN",1.3
"MADHYA MAHARASHTRA",1941,"JAN",28.2
"MADHYA MAHARASHTRA",1942,"JAN",0.2
"MADHYA MAHARASHTRA",1943,"JAN",4.1
"MADHYA MAHARASHTRA",1944,"JAN",0.8
"MADHYA MAHARASHTRA",1945,"JAN",4.2
"MADHYA MAHARASHTRA",1946,"JAN",0
"MADHYA MAHARASHTRA",1947,"JAN",18.7
"MADHYA MAHARASHTRA",1948,"JAN",16.9
"MADHYA MAHARASHTRA",1949,"JAN",0
"MADHYA MAHARASHTRA",1950,"JAN",0
"MADHYA MAHARASHTRA",1951,"JAN",0.1
"MADHYA MAHARASHTRA",1952,"JAN",0
"MADHYA MAHARASHTRA",1953,"JAN",1.2
"MADHYA MAHARASHTRA",1954,"JAN",2
"MADHYA MAHARASHTRA",1955,"JAN",3.2
"MADHYA MAHARASHTRA",1956,"JAN",1.5
"MADHYA MAHARASHTRA",1957,"JAN",0.1
"MADHYA MAHARASHTRA",1958,"JAN",1.6
"MADHYA MAHARASHTRA",1959,"JAN",2.4
"MADHYA MAHARASHTRA",1960,"JAN",3.6
"MADHYA MAHARASHTRA",1961,"JAN",0.3
"MADHYA MAHARASHTRA",1962,"JAN",0.2
"MADHYA MAHARASHTRA",1963,"JAN",0.8
"MADHYA MAHARASHTRA",1964,"JAN",0
"MADHYA MAHARASHTRA",1965,"JAN",5.8
"MADHYA MAHARASHTRA",1966,"JAN",1.9
"MADHYA MAHARASHTRA",1967,"JAN",0
"MADHYA MAHARASHTRA",1968,"JAN",1.6
"MADHYA MAHARASHTRA",1969,"JAN",0.2
"MADHYA MAHARASHTRA",1970,"JAN",1
"MADHYA MAHARASHTRA",1971,"JAN",0
"MADHYA MAHARASHTRA",1972,"JAN",0
"MADHYA MAHARASHTRA",1973,"JAN",0
"MADHYA MAHARASHTRA",1974,"JAN",0
"MADHYA MAHARASHTRA",1975,"JAN",0.4
"MADHYA MAHARASHTRA",1976,"JAN",0.1
"MADHYA MAHARASHTRA",1977,"JAN",0
"MADHYA MAHARASHTRA",1978,"JAN",0.7
"MADHYA MAHARASHTRA",1979,"JAN",3.5
"MADHYA MAHARASHTRA",1980,"JAN",0
"MADHYA MAHARASHTRA",1981,"JAN",10.5
"MADHYA MAHARASHTRA",1982,"JAN",2.1
"MADHYA MAHARASHTRA",1983,"JAN",0.1
"MADHYA MAHARASHTRA",1984,"JAN",0.6
"MADHYA MAHARASHTRA",1985,"JAN",2.6
"MADHYA MAHARASHTRA",1986,"JAN",1.6
"MADHYA MAHARASHTRA",1987,"JAN",1.7
"MADHYA MAHARASHTRA",1988,"JAN",0
"MADHYA MAHARASHTRA",1989,"JAN",0
"MADHYA MAHARASHTRA",1990,"JAN",2.6
"MADHYA MAHARASHTRA",1991,"JAN",0
"MADHYA MAHARASHTRA",1992,"JAN",0
"MADHYA MAHARASHTRA",1993,"JAN",0
"MADHYA MAHARASHTRA",1994,"JAN",3.1
"MADHYA MAHARASHTRA",1995,"JAN",20
"MADHYA MAHARASHTRA",1996,"JAN",0.1
"MADHYA MAHARASHTRA",1997,"JAN",3.3
"MADHYA MAHARASHTRA",1998,"JAN",0.2
"MADHYA MAHARASHTRA",1999,"JAN",0
"MADHYA MAHARASHTRA",2000,"JAN",0.4
"MADHYA MAHARASHTRA",2001,"JAN",4.4
"MADHYA MAHARASHTRA",2002,"JAN",1.7
"MADHYA MAHARASHTRA",2003,"JAN",0.8
"MADHYA MAHARASHTRA",2004,"JAN",0.1
"MADHYA MAHARASHTRA",2005,"JAN",3.6
"MADHYA MAHARASHTRA",2006,"JAN",0
"MADHYA MAHARASHTRA",2007,"JAN",1.3
"MADHYA MAHARASHTRA",2008,"JAN",0
"MADHYA MAHARASHTRA",2009,"JAN",0
"MADHYA MAHARASHTRA",2010,"JAN",2.9
"MADHYA MAHARASHTRA",2011,"JAN",0
"MADHYA MAHARASHTRA",2012,"JAN",0
"MADHYA MAHARASHTRA",2013,"JAN",0.1
"MADHYA MAHARASHTRA",2014,"JAN",3.1
"MADHYA MAHARASHTRA",2015,"JAN",1.4
"MATATHWADA",1901,"JAN",15.8
"MATATHWADA",1902,"JAN",1.3
"MATATHWADA",1903,"JAN",2.6
"MATATHWADA",1904,"JAN",0
"MATATHWADA",1905,"JAN",1.3
"MATATHWADA",1906,"JAN",19.8
"MATATHWADA",1907,"JAN",1
"MATATHWADA",1908,"JAN",0
"MATATHWADA",1909,"JAN",5.5
"MATATHWADA",1910,"JAN",0
"MATATHWADA",1911,"JAN",6.4
"MATATHWADA",1912,"JAN",0
"MATATHWADA",1913,"JAN",0
"MATATHWADA",1914,"JAN",0
"MATATHWADA",1915,"JAN",28
"MATATHWADA",1916,"JAN",0
"MATATHWADA",1917,"JAN",1.7
"MATATHWADA",1918,"JAN",0.7
"MATATHWADA",1919,"JAN",11.9
"MATATHWADA",1920,"JAN",27
"MATATHWADA",1921,"JAN",2.1
"MATATHWADA",1922,"JAN",54.4
"MATATHWADA",1923,"JAN",4
"MATATHWADA",1924,"JAN",3.2
"MATATHWADA",1925,"JAN",0
"MATATHWADA",1926,"JAN",70.4
"MATATHWADA",1927,"JAN",0
"MATATHWADA",1928,"JAN",0
"MATATHWADA",1929,"JAN",0
"MATATHWADA",1930,"JAN",0
"MATATHWADA",1931,"JAN",0
"MATATHWADA",1932,"JAN",0
"MATATHWADA",1933,"JAN",9.1
"MATATHWADA",1934,"JAN",6
"MATATHWADA",1935,"JAN",7.2
"MATATHWADA",1936,"JAN",0
"MATATHWADA",1937,"JAN",0
"MATATHWADA",1938,"JAN",0
"MATATHWADA",1939,"JAN",0.2
"MATATHWADA",1940,"JAN",0
"MATATHWADA",1941,"JAN",9.4
"MATATHWADA",1942,"JAN",0
"MATATHWADA",1943,"JAN",7.1
"MATATHWADA",1944,"JAN",0.4
"MATATHWADA",1945,"JAN",1.8
"MATATHWADA",1946,"JAN",0
"MATATHWADA",1947,"JAN",28
"MATATHWADA",1948,"JAN",7.9
"MATATHWADA",1949,"JAN",2.9
"MATATHWADA",1950,"JAN",0
"MATATHWADA",1951,"JAN",0.4
"MATATHWADA",1952,"JAN",0.2
"MATATHWADA",1953,"JAN",0.3
"MATATHWADA",1954,"JAN",0.4
"MATATHWADA",1955,"JAN",6.5
"MATATHWADA",1956,"JAN",1.2
"MATATHWADA",1957,"JAN",1.5
"MATATHWADA",1958,"JAN",0.1
"MATATHWADA",1959,"JAN",1.5
"MATATHWADA",1960,"JAN",3.6
"MATATHWADA",1961,"JAN",0.9
"MATATHWADA",1962,"JAN",0.6
"MATATHWADA",1963,"JAN",0
"MATATHWADA",1964,"JAN",0
"MATATHWADA",1965,"JAN",5.4
"MATATHWADA",1966,"JAN",18.9
"MATATHWADA",1967,"JAN",0
"MATATHWADA",1968,"JAN",5.8
"MATATHWADA",1969,"JAN",0
"MATATHWADA",1970,"JAN",8.4
"MATATHWADA",1971,"JAN",0.2
"MATATHWADA",1972,"JAN",0
"MATATHWADA",1973,"JAN",0
"MATATHWADA",1974,"JAN",0
"MATATHWADA",1975,"JAN",2.1
"MATATHWADA",1976,"JAN",0
"MATATHWADA",1977,"JAN",0
"MATATHWADA",1978,"JAN",5.7
"MATATHWADA",1979,"JAN",3.4
"MATATHWADA",1980,"JAN",0.1
"MATATHWADA",1981,"JAN",27.3
"MATATHWADA",1982,"JAN",10
"MATATHWADA",1983,"JAN",0
"MATATHWADA",1984,"JAN",3.1
"MATATHWADA",1985,"JAN",7.1
"MATATHWADA",1986,"JAN",9.6
"MATATHWADA",1987,"JAN",7.9
"MATATHWADA",1988,"JAN",0
"MATATHWADA",1989,"JAN",0
"MATATHWADA",1990,"JAN",2.9
"MATATHWADA",1991,"JAN",0.3
"MATATHWADA",1992,"JAN",0
"MATATHWADA",1993,"JAN",0
"MATATHWADA",1994,"JAN",3.2
"MATATHWADA",1995,"JAN",46.9
"MATATHWADA",1996,"JAN",0.1
"MATATHWADA",1997,"JAN",7.7
"MATATHWADA",1998,"JAN",0.1
"MATATHWADA",1999,"JAN",0
"MATATHWADA",2000,"JAN",0.4
"MATATHWADA",2001,"JAN",4.8
"MATATHWADA",2002,"JAN",5.5
"MATATHWADA",2003,"JAN",2.1
"MATATHWADA",2004,"JAN",1.2
"MATATHWADA",2005,"JAN",13.2
"MATATHWADA",2006,"JAN",0
"MATATHWADA",2007,"JAN",0
"MATATHWADA",2008,"JAN",0.1
"MATATHWADA",2009,"JAN",0
"MATATHWADA",2010,"JAN",4.3
"MATATHWADA",2011,"JAN",0
"MATATHWADA",2012,"JAN",0
"MATATHWADA",2013,"JAN",1.5
"MATATHWADA",2014,"JAN",1.4
"MATATHWADA",2015,"JAN",10.1
"VIDARBHA",1901,"JAN",36.8
"VIDARBHA",1902,"JAN",1.6
"VIDARBHA",1903,"JAN",5.2
"VIDARBHA",1904,"JAN",4.3
"VIDARBHA",1905,"JAN",7.3
"VIDARBHA",1906,"JAN",12.9
"VIDARBHA",1907,"JAN",3.6
"VIDARBHA",1908,"JAN",4.1
"VIDARBHA",1909,"JAN",1.3
"VIDARBHA",1910,"JAN",0
"VIDARBHA",1911,"JAN",18.2
"VIDARBHA",1912,"JAN",0.6
"VIDARBHA",1913,"JAN",0
"VIDARBHA",1914,"JAN",0
"VIDARBHA",1915,"JAN",33.3
"VIDARBHA",1916,"JAN",0
"VIDARBHA",1917,"JAN",0.9
"VIDARBHA",1918,"JAN",2.5
"VIDARBHA",1919,"JAN",55.8
"VIDARBHA",1920,"JAN",26.7
"VIDARBHA",1921,"JAN",20.3
"VIDARBHA",1922,"JAN",33.8
"VIDARBHA",1923,"JAN",1
"VIDARBHA",1924,"JAN",21.3
"VIDARBHA",1925,"JAN",0
"VIDARBHA",1926,"JAN",59.5
"VIDARBHA",1927,"JAN",0.7
"VIDARBHA",1928,"JAN",0.2
"VIDARBHA",1929,"JAN",3.8
"VIDARBHA",1930,"JAN",0
"VIDARBHA",1931,"JAN",4
"VIDARBHA",1932,"JAN",0
"VIDARBHA",1933,"JAN",4.8
"VIDARBHA",1934,"JAN",2.2
"VIDARBHA",1935,"JAN",14.5
"VIDARBHA",1936,"JAN",17.6
"VIDARBHA",1937,"JAN",0
"VIDARBHA",1938,"JAN",4
"VIDARBHA",1939,"JAN",1.3
"VIDARBHA",1940,"JAN",0
"VIDARBHA",1941,"JAN",9.6
"VIDARBHA",1942,"JAN",2.4
"VIDARBHA",1943,"JAN",55
"VIDARBHA",1944,"JAN",4.5
"VIDARBHA",1945,"JAN",13.8
"VIDARBHA",1946,"JAN",0
"VIDARBHA",1947,"JAN",35
"VIDARBHA",1948,"JAN",48.9
"VIDARBHA",1949,"JAN",1.2
"VIDARBHA",1950,"JAN",0.1
"VIDARBHA",1951,"JAN",4.6
"VIDARBHA",1952,"JAN",0
"VIDARBHA",1953,"JAN",3.9
"VIDARBHA",1954,"JAN",0.3
"VIDARBHA",1955,"JAN",15.5
"VIDARBHA",1956,"JAN",1.3
"VIDARBHA",1957,"JAN",8.6
"VIDARBHA",1958,"JAN",5.7
"VIDARBHA",1959,"JAN",13.6
"VIDARBHA",1960,"JAN",38.8
"VIDARBHA",1961,"JAN",1.1
"VIDARBHA",1962,"JAN",5.6
"VIDARBHA",1963,"JAN",0.3
"VIDARBHA",1964,"JAN",0
"VIDARBHA",1965,"JAN",18.7
"VIDARBHA",1966,"JAN",16.1
"VIDARBHA",1967,"JAN",0.5
"VIDARBHA",1968,"JAN",14.6
"VIDARBHA",1969,"JAN",1.5
"VIDARBHA",1970,"JAN",15.9
"VIDARBHA",1971,"JAN",3.7
"VIDARBHA",1972,"JAN",0
"VIDARBHA",1973,"JAN",1.7
"VIDARBHA",1974,"JAN",0
"VIDARBHA",1975,"JAN",3.5
"VIDARBHA",1976,"JAN",2.1
"VIDARBHA",1977,"JAN",0
"VIDARBHA",1978,"JAN",13.3
"VIDARBHA",1979,"JAN",30.4
"VIDARBHA",1980,"JAN",15.3
"VIDARBHA",1981,"JAN",20.2
"VIDARBHA",1982,"JAN",45.7
"VIDARBHA",1983,"JAN",1.6
"VIDARBHA",1984,"JAN",26.9
"VIDARBHA",1985,"JAN",22.5
"VIDARBHA",1986,"JAN",11.7
"VIDARBHA",1987,"JAN",24.3
"VIDARBHA",1988,"JAN",0.7
"VIDARBHA",1989,"JAN",0
"VIDARBHA",1990,"JAN",3.5
"VIDARBHA",1991,"JAN",6.3
"VIDARBHA",1992,"JAN",0.2
"VIDARBHA",1993,"JAN",0.5
"VIDARBHA",1994,"JAN",10
"VIDARBHA",1995,"JAN",49.8
"VIDARBHA",1996,"JAN",2.2
"VIDARBHA",1997,"JAN",16.3
"VIDARBHA",1998,"JAN",12.8
"VIDARBHA",1999,"JAN",0.2
"VIDARBHA",2000,"JAN",0.1
"VIDARBHA",2001,"JAN",8.9
"VIDARBHA",2002,"JAN",2.4
"VIDARBHA",2003,"JAN",0
"VIDARBHA",2004,"JAN",10.3
"VIDARBHA",2005,"JAN",74.9
"VIDARBHA",2006,"JAN",0
"VIDARBHA",2007,"JAN",0.1
"VIDARBHA",2008,"JAN",0.2
"VIDARBHA",2009,"JAN",0.1
"VIDARBHA",2010,"JAN",14
"VIDARBHA",2011,"JAN",0
"VIDARBHA",2012,"JAN",3.1
"VIDARBHA",2013,"JAN",6.6
"VIDARBHA",2014,"JAN",1.2
"VIDARBHA",2015,"JAN",26.3
"CHHATTISGARH",1901,"JAN",48.9
"CHHATTISGARH",1902,"JAN",0.6
"CHHATTISGARH",1903,"JAN",6.2
"CHHATTISGARH",1904,"JAN",0
"CHHATTISGARH",1905,"JAN",50.3
"CHHATTISGARH",1906,"JAN",25
"CHHATTISGARH",1907,"JAN",4
"CHHATTISGARH",1908,"JAN",8.4
"CHHATTISGARH",1909,"JAN",11.3
"CHHATTISGARH",1910,"JAN",9
"CHHATTISGARH",1911,"JAN",2.2
"CHHATTISGARH",1912,"JAN",3.1
"CHHATTISGARH",1913,"JAN",4.3
"CHHATTISGARH",1914,"JAN",0
"CHHATTISGARH",1915,"JAN",25
"CHHATTISGARH",1916,"JAN",0
"CHHATTISGARH",1917,"JAN",3.6
"CHHATTISGARH",1918,"JAN",14.1
"CHHATTISGARH",1919,"JAN",98.3
"CHHATTISGARH",1920,"JAN",1.7
"CHHATTISGARH",1921,"JAN",39.6
"CHHATTISGARH",1922,"JAN",21.1
"CHHATTISGARH",1923,"JAN",3.9
"CHHATTISGARH",1924,"JAN",32.3
"CHHATTISGARH",1925,"JAN",0.2
"CHHATTISGARH",1926,"JAN",33.2
"CHHATTISGARH",1927,"JAN",11.7
"CHHATTISGARH",1928,"JAN",6.8
"CHHATTISGARH",1929,"JAN",23.1
"CHHATTISGARH",1930,"JAN",0
"CHHATTISGARH",1931,"JAN",8.4
"CHHATTISGARH",1932,"JAN",0
"CHHATTISGARH",1933,"JAN",31.6
"CHHATTISGARH",1934,"JAN",1.8
"CHHATTISGARH",1935,"JAN",12.2
"CHHATTISGARH",1936,"JAN",31.9
"CHHATTISGARH",1937,"JAN",0
"CHHATTISGARH",1938,"JAN",18.4
"CHHATTISGARH",1939,"JAN",6.5
"CHHATTISGARH",1940,"JAN",0.2
"CHHATTISGARH",1941,"JAN",20.8
"CHHATTISGARH",1942,"JAN",13.1
"CHHATTISGARH",1943,"JAN",99.5
"CHHATTISGARH",1944,"JAN",24.4
"CHHATTISGARH",1945,"JAN",30.1
"CHHATTISGARH",1946,"JAN",0
"CHHATTISGARH",1947,"JAN",31
"CHHATTISGARH",1948,"JAN",31
"CHHATTISGARH",1949,"JAN",1.2
"CHHATTISGARH",1950,"JAN",0.4
"CHHATTISGARH",1951,"JAN",4.5
"CHHATTISGARH",1952,"JAN",1.2
"CHHATTISGARH",1953,"JAN",24.3
"CHHATTISGARH",1954,"JAN",2.7
"CHHATTISGARH",1955,"JAN",15.1
"CHHATTISGARH",1956,"JAN",2.2
"CHHATTISGARH",1957,"JAN",14.8
"CHHATTISGARH",1958,"JAN",9.5
"CHHATTISGARH",1959,"JAN",32
"CHHATTISGARH",1960,"JAN",18
"CHHATTISGARH",1961,"JAN",2.5
"CHHATTISGARH",1962,"JAN",3.8
"CHHATTISGARH",1963,"JAN",0.4
"CHHATTISGARH",1964,"JAN",1
"CHHATTISGARH",1965,"JAN",5.8
"CHHATTISGARH",1966,"JAN",20.9
"CHHATTISGARH",1967,"JAN",1.7
"CHHATTISGARH",1968,"JAN",25.6
"CHHATTISGARH",1969,"JAN",6
"CHHATTISGARH",1970,"JAN",12.1
"CHHATTISGARH",1971,"JAN",20.3
"CHHATTISGARH",1972,"JAN",0.1
"CHHATTISGARH",1973,"JAN",3.8
"CHHATTISGARH",1974,"JAN",0
"CHHATTISGARH",1975,"JAN",9.7
"CHHATTISGARH",1976,"JAN",0.4
"CHHATTISGARH",1977,"JAN",4.1
"CHHATTISGARH",1978,"JAN",4.1
"CHHATTISGARH",1979,"JAN",20.7
"CHHATTISGARH",1980,"JAN",5.3
"CHHATTISGARH",1981,"JAN",20.7
"CHHATTISGARH",1982,"JAN",27.2
"CHHATTISGARH",1983,"JAN",0.3
"CHHATTISGARH",1984,"JAN",35.3
"CHHATTISGARH",1985,"JAN",33.2
"CHHATTISGARH",1986,"JAN",23.3
"CHHATTISGARH",1987,"JAN",9.2
"CHHATTISGARH",1988,"JAN",0.7
"CHHATTISGARH",1989,"JAN",0.1
"CHHATTISGARH",1990,"JAN",0.5
"CHHATTISGARH",1991,"JAN",10.6
"CHHATTISGARH",1992,"JAN",0.1
"CHHATTISGARH",1993,"JAN",0
"CHHATTISGARH",1994,"JAN",3.5
"CHHATTISGARH",1995,"JAN",43.5
"CHHATTISGARH",1996,"JAN",11.1
"CHHATTISGARH",1997,"JAN",6.3
"CHHATTISGARH",1998,"JAN",64.9
"CHHATTISGARH",1999,"JAN",0
"CHHATTISGARH",2000,"JAN",2.6
"CHHATTISGARH",2001,"JAN",0.8
"CHHATTISGARH",2002,"JAN",41.5
"CHHATTISGARH",2003,"JAN",3.7
"CHHATTISGARH",2004,"JAN",37.8
"CHHATTISGARH",2005,"JAN",57.6
"CHHATTISGARH",2006,"JAN",2.7
"CHHATTISGARH",2007,"JAN",0
"CHHATTISGARH",2008,"JAN",6.7
"CHHATTISGARH",2009,"JAN",1.2
"CHHATTISGARH",2010,"JAN",7.9
"CHHATTISGARH",2011,"JAN",0.3
"CHHATTISGARH",2012,"JAN",36.6
"CHHATTISGARH",2013,"JAN",2.8
"CHHATTISGARH",2014,"JAN",2.3
"CHHATTISGARH",2015,"JAN",15.8
"COASTAL ANDHRA PRADESH",1901,"JAN",18.8
"COASTAL ANDHRA PRADESH",1902,"JAN",2
"COASTAL ANDHRA PRADESH",1903,"JAN",0.8
"COASTAL ANDHRA PRADESH",1904,"JAN",1.3
"COASTAL ANDHRA PRADESH",1905,"JAN",1.1
"COASTAL ANDHRA PRADESH",1906,"JAN",3.9
"COASTAL ANDHRA PRADESH",1907,"JAN",0.6
"COASTAL ANDHRA PRADESH",1908,"JAN",54.1
"COASTAL ANDHRA PRADESH",1909,"JAN",1.3
"COASTAL ANDHRA PRADESH",1910,"JAN",0.9
"COASTAL ANDHRA PRADESH",1911,"JAN",0
"COASTAL ANDHRA PRADESH",1912,"JAN",0
"COASTAL ANDHRA PRADESH",1913,"JAN",0
"COASTAL ANDHRA PRADESH",1914,"JAN",0
"COASTAL ANDHRA PRADESH",1915,"JAN",21.1
"COASTAL ANDHRA PRADESH",1916,"JAN",0.2
"COASTAL ANDHRA PRADESH",1917,"JAN",1.1
"COASTAL ANDHRA PRADESH",1918,"JAN",25.1
"COASTAL ANDHRA PRADESH",1919,"JAN",41.3
"COASTAL ANDHRA PRADESH",1920,"JAN",9.6
"COASTAL ANDHRA PRADESH",1921,"JAN",52.3
"COASTAL ANDHRA PRADESH",1922,"JAN",10.9
"COASTAL ANDHRA PRADESH",1923,"JAN",0.2
"COASTAL ANDHRA PRADESH",1924,"JAN",3.7
"COASTAL ANDHRA PRADESH",1925,"JAN",2.9
"COASTAL ANDHRA PRADESH",1926,"JAN",13.7
"COASTAL ANDHRA PRADESH",1927,"JAN",14.1
"COASTAL ANDHRA PRADESH",1928,"JAN",0
"COASTAL ANDHRA PRADESH",1929,"JAN",2.7
"COASTAL ANDHRA PRADESH",1930,"JAN",0.5
"COASTAL ANDHRA PRADESH",1931,"JAN",0.5
"COASTAL ANDHRA PRADESH",1932,"JAN",0
"COASTAL ANDHRA PRADESH",1933,"JAN",4.1
"COASTAL ANDHRA PRADESH",1934,"JAN",0
"COASTAL ANDHRA PRADESH",1935,"JAN",1.2
"COASTAL ANDHRA PRADESH",1936,"JAN",8.7
"COASTAL ANDHRA PRADESH",1937,"JAN",0
"COASTAL ANDHRA PRADESH",1938,"JAN",0.1
"COASTAL ANDHRA PRADESH",1939,"JAN",3
"COASTAL ANDHRA PRADESH",1940,"JAN",0.2
"COASTAL ANDHRA PRADESH",1941,"JAN",2.6
"COASTAL ANDHRA PRADESH",1942,"JAN",2.9
"COASTAL ANDHRA PRADESH",1943,"JAN",20.2
"COASTAL ANDHRA PRADESH",1944,"JAN",4.9
"COASTAL ANDHRA PRADESH",1945,"JAN",1
"COASTAL ANDHRA PRADESH",1946,"JAN",0
"COASTAL ANDHRA PRADESH",1947,"JAN",10.3
"COASTAL ANDHRA PRADESH",1948,"JAN",1.4
"COASTAL ANDHRA PRADESH",1949,"JAN",7.7
"COASTAL ANDHRA PRADESH",1950,"JAN",0
"COASTAL ANDHRA PRADESH",1951,"JAN",1.2
"COASTAL ANDHRA PRADESH",1952,"JAN",0
"COASTAL ANDHRA PRADESH",1953,"JAN",13.2
"COASTAL ANDHRA PRADESH",1954,"JAN",0.3
"COASTAL ANDHRA PRADESH",1955,"JAN",5.1
"COASTAL ANDHRA PRADESH",1956,"JAN",4.2
"COASTAL ANDHRA PRADESH",1957,"JAN",0.7
"COASTAL ANDHRA PRADESH",1958,"JAN",7.4
"COASTAL ANDHRA PRADESH",1959,"JAN",5.8
"COASTAL ANDHRA PRADESH",1960,"JAN",1.4
"COASTAL ANDHRA PRADESH",1961,"JAN",9.6
"COASTAL ANDHRA PRADESH",1962,"JAN",3.7
"COASTAL ANDHRA PRADESH",1963,"JAN",0
"COASTAL ANDHRA PRADESH",1964,"JAN",0.7
"COASTAL ANDHRA PRADESH",1965,"JAN",1.4
"COASTAL ANDHRA PRADESH",1966,"JAN",40.1
"COASTAL ANDHRA PRADESH",1967,"JAN",13.1
"COASTAL ANDHRA PRADESH",1968,"JAN",11.3
"COASTAL ANDHRA PRADESH",1969,"JAN",0.2
"COASTAL ANDHRA PRADESH",1970,"JAN",0.9
"COASTAL ANDHRA PRADESH",1971,"JAN",1
"COASTAL ANDHRA PRADESH",1972,"JAN",0
"COASTAL ANDHRA PRADESH",1973,"JAN",0
"COASTAL ANDHRA PRADESH",1974,"JAN",0.1
"COASTAL ANDHRA PRADESH",1975,"JAN",0.2
"COASTAL ANDHRA PRADESH",1976,"JAN",0
"COASTAL ANDHRA PRADESH",1977,"JAN",1.5
"COASTAL ANDHRA PRADESH",1978,"JAN",9.1
"COASTAL ANDHRA PRADESH",1979,"JAN",0.6
"COASTAL ANDHRA PRADESH",1980,"JAN",0.5
"COASTAL ANDHRA PRADESH",1981,"JAN",16
"COASTAL ANDHRA PRADESH",1982,"JAN",1.6
"COASTAL ANDHRA PRADESH",1983,"JAN",0.1
"COASTAL ANDHRA PRADESH",1984,"JAN",5.7
"COASTAL ANDHRA PRADESH",1985,"JAN",42.7
"COASTAL ANDHRA PRADESH",1986,"JAN",32.6
"COASTAL ANDHRA PRADESH",1987,"JAN",20.9
"COASTAL ANDHRA PRADESH",1988,"JAN",0
"COASTAL ANDHRA PRADESH",1989,"JAN",0.1
"COASTAL ANDHRA PRADESH",1990,"JAN",10.3
